URL de la canción,Título de la canción,Título del álbum,Nombres del artista
https://music.youtube.com/watch?v=xlvtNYb6lr8,"Petite suite, CD 71, L. 65: I. En bateau (Live)",,
https://music.youtube.com/watch?v=o9sY8M62IFw,"Petite suite, CD 71, L. 65: II. Cortège (Live)",,
https://music.youtube.com/watch?v=1sORKrxLvfI,"Petite suite, CD 71, L. 65: III. Menuet (Live)",,
https://music.youtube.com/watch?v=t6QZ5EDpypA,"Petite suite, CD 71, L. 65: IV. Ballet (Live)",,
https://music.youtube.com/watch?v=WQy7XsODHX0,"Prélude à l'après-midi d'un faune, L. 87b (Version for 2 Pianos) (Live)",,
https://music.youtube.com/watch?v=zPsVJMZ7Teo,Dee's Dilemma,,
https://music.youtube.com/watch?v=M5wYxijvGoo,Dell'Acqua: Villanelle (Villanella),,
https://music.youtube.com/watch?v=3kTi3hb5VZY,Dem Mouth,,
https://music.youtube.com/watch?v=G4MN18xV1A8,"Demolirer Polka, Polka française, Op. 269",,
https://music.youtube.com/watch?v=g3K-d3RWg84,Desconsuelo,,
https://music.youtube.com/watch?v=5Vc1LQlst7M,Diálogo,,
https://music.youtube.com/watch?v=wedfXsnYP4Y,Die Fledermaus: Ouvertuere,,
https://music.youtube.com/watch?v=qZN1lwjBXPQ,"Die Humoristiker-Walzer, Op. 92",,
https://music.youtube.com/watch?v=Z5eqJGuxS3U,"Die Sanguiniker, Op. 27",,
https://music.youtube.com/watch?v=EhuxUVizq-8,Digital Rasta (Remastered),,
https://music.youtube.com/watch?v=sidQhWsFgxw,Dime Que Sí,,
https://music.youtube.com/watch?v=cYBHWE0NqaA,"Disco ""B""",,
https://music.youtube.com/watch?v=Xp1MqqHIU-4,Disco Magic,,
https://music.youtube.com/watch?v=kzJvGtVIlns,"Disperata nostalgia (From ""Faccia a faccia - Face to Face"")",,
https://music.youtube.com/watch?v=Zu91lHqgffc,Divine Illusion,,
https://music.youtube.com/watch?v=ZTxiqQsS1WI,DJ Roll Call,,
https://music.youtube.com/watch?v=Q8jSt9crx4s,Do Right (Remastered),,
https://music.youtube.com/watch?v=Plo5PywZKdA,Do That To Me One More Time,,
https://music.youtube.com/watch?v=vHPhUG1qI-Y,Do the Boogaloo,,
https://music.youtube.com/watch?v=C3ofv17vtz0,Do The Hansa,,
https://music.youtube.com/watch?v=EyGslKalCRM,Do You Wanna Get Funky With Me,,
https://music.youtube.com/watch?v=jGMzxO9CV8M,"Do, Do, Do",,
https://music.youtube.com/watch?v=KBlTnzYODtQ,Don't Ask,,
https://music.youtube.com/watch?v=8XCoci2W3Fo,Don't Be That Way,,
https://music.youtube.com/watch?v=B3BQbVPL9Fo,Don't Stop The Rock,,
https://music.youtube.com/watch?v=8GDvPXhCZbk,Don't Throw It All Away,,
https://music.youtube.com/watch?v=g56Zd1wgmCw,Don't Touch Crack,,
https://music.youtube.com/watch?v=tC8hO1rchh0,Donauwellen Walzer,,
https://music.youtube.com/watch?v=fc5XnHdNXi0,Dopo la condanna,,
https://music.youtube.com/watch?v=sTRUo3Z-F00,Dora,,
https://music.youtube.com/watch?v=1102_A_q0xQ,Dos Tonadas de Carácter Popular Chileno: No. 2,,
https://music.youtube.com/watch?v=PriktDW8YvA,"Double Concerto for Piano and Violin, Op. 17: III. Rondo",,
https://music.youtube.com/watch?v=gw1xxlB4PSg,Double Groove (Unfinished Outtake),,
https://music.youtube.com/watch?v=qS6mJIFDhzc,Drifting,,
https://music.youtube.com/watch?v=hEqRXhHqyEc,Drigo: Diana and Actaeon - Arr. Peter March - Pas de deux,,
https://music.youtube.com/watch?v=CUh6NXhCbmw,Drume Negrita,,
https://music.youtube.com/watch?v=YzVbZ8fBY00,Drume Negrita (Remastered),,
https://music.youtube.com/watch?v=iw65GfitJ74,Dub Calabash,,
https://music.youtube.com/watch?v=AQF0DkXjogM,Dub Family,,
https://music.youtube.com/watch?v=KpTP_pSR928,Dub for Rico,,
https://music.youtube.com/watch?v=vSguev0woTQ,Dub Maneuvers,,
https://music.youtube.com/watch?v=U7x7F5gNvh0,Dub Stomp,,
https://music.youtube.com/watch?v=kCxLHlT85zo,"Duetto amoroso, Op. 63, MS 11",,
https://music.youtube.com/watch?v=nZghTzRjycg,"Dunajské pověsti. Valse, Op. 233",,
https://music.youtube.com/watch?v=fMRkCBjvEJ0,Dúo,,
https://music.youtube.com/watch?v=pTjg7LNt5zM,"Paganini: Duo Merveille Sonata for Violin Solo in C Major, MS. 6",,
https://music.youtube.com/watch?v=3lhcviQVOGg,Duppy Or Gunman,,
https://music.youtube.com/watch?v=E05J6zTTOgE,"Dvořák: My Home, Op. 62, B.125a",,
https://music.youtube.com/watch?v=GIgbwUesBtc,"Dvořák: Scherzo capriccioso, Op. 66, B.131",,
https://music.youtube.com/watch?v=KLEK6V2LjXc,Early Bird,,
https://music.youtube.com/watch?v=6EzwTPTR7Vk,Easter,,
https://music.youtube.com/watch?v=gyjDgFL1Nlo,Easy Street,,
https://music.youtube.com/watch?v=rb4VaBRiZXc,Ecologia Social,,
https://music.youtube.com/watch?v=a6m9H7kWFrg,El Adiós,,
https://music.youtube.com/watch?v=VY97JWlPDYc,"El Barbero De Sevilla ""Obertura"" - Rossini",,
https://music.youtube.com/watch?v=0pV8JwBUW90,El Cabildo de Reyes,,
https://music.youtube.com/watch?v=RXggDD0Oipg,El Caminante,,
https://music.youtube.com/watch?v=PJlPjpqOyWQ,El Exilio,,
https://music.youtube.com/watch?v=Wn3RZrQ0Rqo,El Niño Judío: De España vengo,,
https://music.youtube.com/watch?v=4SdmOmsqKR4,El Niño Yuntero,,
https://music.youtube.com/watch?v=_LsBeHnthKs,El Que No Sabe,,
https://music.youtube.com/watch?v=zIJcWLrjP1A,El Relicario,,
https://music.youtube.com/watch?v=QQvpfTJHUWc,El Sueño de la muñeca,,
https://music.youtube.com/watch?v=n7KGFN3Yv2g,El Sur Tambien Existe,,
https://music.youtube.com/watch?v=MblbIbbqxGQ,El Tomatero,,
https://music.youtube.com/watch?v=16Xb9U80d9g,El Trompetero,,
https://music.youtube.com/watch?v=09c_UzwleNA,El Último Vagón,,
https://music.youtube.com/watch?v=3g9K_X1eE9A,Elegia,,
https://music.youtube.com/watch?v=FPfAsA5wfro,Embrace the Curse,,
https://music.youtube.com/watch?v=ZfcHlr3KqyA,Embraceable You,,
https://music.youtube.com/watch?v=t1F9PFY-URk,Embraceable You,,
https://music.youtube.com/watch?v=tvCe2Uczw8E,Embraceable You,,
https://music.youtube.com/watch?v=R-NTPsrh6a4,Embraceable You (Encore),,
https://music.youtube.com/watch?v=tK7H2N1UNSU,En El Suelo,,
https://music.youtube.com/watch?v=EHmPUdn16rI,En Tres Por Cuatro (Remastered),,
https://music.youtube.com/watch?v=JLX9jFLAaU4,Endless,,
https://music.youtube.com/watch?v=pBJ3LR51LCM,Endless Lakes,,
https://music.youtube.com/watch?v=4zUYqH9eA4U,Enter Charlie,,
https://music.youtube.com/watch?v=EV9RHmgsXbI,Entr'Acte,,
https://music.youtube.com/watch?v=Rsi7YYBv0Lg,Entr'Acte,,
https://music.youtube.com/watch?v=YT-Pj3ETzA4,Entre San Juan y Mendoza,,
https://music.youtube.com/watch?v=JPhUpEo99VM,Errante de un Amor,,
https://music.youtube.com/watch?v=qfD2xBEpwaw,Es tan difícil,,
https://music.youtube.com/watch?v=yl3yzoLBKHc,떠난다 (Escape),,
https://music.youtube.com/watch?v=RKbh1tlJCx4,Esos Locos Bajitos,,
https://music.youtube.com/watch?v=PP9XvQEz7IA,Espabílate,,
https://music.youtube.com/watch?v=dK3k2fq-7iM,"Espana, Op. 236",,
https://music.youtube.com/watch?v=lK2tyv1PqoA,Espera,,
https://music.youtube.com/watch?v=eUPPnJ_rMFw,Esta Noche,,
https://music.youtube.com/watch?v=6owxZh-aGr4,"Estasi (From ""Il mercenario - A Professional Gun / The Mercenary"")",,
https://music.youtube.com/watch?v=u7ZCfnGA_Jc,Estudiantina (Remastered),,
https://music.youtube.com/watch?v=Ms6kC-3yq0k,Europe Endless (2009 Remaster),,
https://music.youtube.com/watch?v=V9A5S2xVdLc,"Ev'ry Night at Seven (From ""Royal Wedding"")",,
https://music.youtube.com/watch?v=PzMnrBFr-Zo,Everybody Step,,
https://music.youtube.com/watch?v=jcQbsedtvH4,Everyone's Wrong But Me,,
https://music.youtube.com/watch?v=iHxWrJUymQw,Everything,,
https://music.youtube.com/watch?v=SiTBTqQ_xTA,Everything (Remix),,
https://music.youtube.com/watch?v=lnSPDJgwgcU,F.D.R. Jones,,
https://music.youtube.com/watch?v=3Yr2D9qePaA,"Faccia a Faccia - Titles (From ""Face to Face"")",,
https://music.youtube.com/watch?v=jk4Q6_sMOWo,"Face to Face (From ""Face to Face - Faccia a faccia"")",,
https://music.youtube.com/watch?v=W79Z2fxFLi8,Fall In,,
https://music.youtube.com/watch?v=35fCH5gqvVo,Falls,,
https://music.youtube.com/watch?v=H1Xjgv7pnlc,Family Matters,,
https://music.youtube.com/watch?v=vixD-Q7huWc,"Fantaisie, Op. 79",,
https://music.youtube.com/watch?v=eyioFWuNPXg,"Fantasie über Themen aus ""Der Freischütz"", S. 451 (After Carl Maria von Weber)",,
https://music.youtube.com/watch?v=m6MSnZdFmkE,Far Beyond The Sun,,
https://music.youtube.com/watch?v=9Z-CHbn5O74,Fascinating Rhythm,,
https://music.youtube.com/watch?v=ueGESGK662o,Fascinating Rhythm,,
https://music.youtube.com/watch?v=m1AzmgFOA68,Fascinating Rhythm (Mono Mix),,
https://music.youtube.com/watch?v=uLjHNa4cgv4,Fast Dance,,
https://music.youtube.com/watch?v=x1bcCyyGGIE,"Father Ramirez (From ""The Good, the Bad and the Ugly"")",,
https://music.youtube.com/watch?v=GHNSk77TUHU,"Fauré: Fantaisie, Op. 111",,
https://music.youtube.com/watch?v=jQpSJC-K4u4,Fela's Riff (Unfinished Outtake),,
https://music.youtube.com/watch?v=zIJA_zBv9cc,Fi L'rawd Ana Shouft,,
https://music.youtube.com/watch?v=HSf2x1RQ3J0,Fidgety Feet,,
https://music.youtube.com/watch?v=eX7I-dbWy_A,Finale,,
https://music.youtube.com/watch?v=vc1qJkU32F0,Finale Act I,,
https://music.youtube.com/watch?v=GC7vA5pMtcg,Finale Ultimo,,
https://music.youtube.com/watch?v=GgyAaovzzMM,Finale Ultimo,,
https://music.youtube.com/watch?v=eWxQTJF4I9M,Finale Ultimo,,
https://music.youtube.com/watch?v=8hhYoUYL3Ac,"Finale, Act I",,
https://music.youtube.com/watch?v=RrCNe6voaM8,Finaletto Act I,,
https://music.youtube.com/watch?v=U9KQq4b7Wpo,Finaletto Act II,,
https://music.youtube.com/watch?v=75zq3RAKv1Y,"Finaletto Act II, Scene I",,
https://music.youtube.com/watch?v=nUZWF434eM4,Fletcher's American Cheese Choral Society,,
https://music.youtube.com/watch?v=6HFQy9_rY58,Fleurette Africaine (African Flower) (Remastered),,
https://music.youtube.com/watch?v=Bm9OlQbjh10,"Tale of Tsar Saltan, Op. 57 (arr. S. Rachmaninov) : Flight of the Bumble-Bee",,
https://music.youtube.com/watch?v=EZVesVeteQ4,"Fluide-Galopp, Op. 133 (Version for Orchestra)",,
https://music.youtube.com/watch?v=tGjPpCYYXX8,Fly Robin Fly,,
https://music.youtube.com/watch?v=aRZocrrfMbs,"For a Few Dollars More (From ""For a Few Dollars More"")",,
https://music.youtube.com/watch?v=Ix7NzwBZCzk,For Miles,,
https://music.youtube.com/watch?v=BnHhZ8jLOz8,For the Good Times,,
https://music.youtube.com/watch?v=pAmFDkSYZrs,For You For Me For Evermore,,
https://music.youtube.com/watch?v=GaY8FljXrFM,Forever In Death,,
https://music.youtube.com/watch?v=pWBtEccqMTU,Fotonovela,,
https://music.youtube.com/watch?v=omvFY0JdE6o,"Franciszek Lessel: Piano Concerto in C Major, Op. 14: I.Allegro brilliante",,
https://music.youtube.com/watch?v=kDi_htD5uv8,"Franciszek Lessel: Piano Concerto in C Major, Op. 14: II.Adagio",,
https://music.youtube.com/watch?v=xa_O9SL3lIA,"Franciszek Lessel: Piano Concerto in C Major, Op. 14: III.Rondo. Allegretto",,
https://music.youtube.com/watch?v=MIIY_0JQbX4,Freedom,,
https://music.youtube.com/watch?v=5kz3no8KYkU,From so Far Away,,
https://music.youtube.com/watch?v=sETikORFxec,Funky Holo Holo Bird,,
https://music.youtube.com/watch?v=L3LLQ3HN0bA,Funny Face,,
https://music.youtube.com/watch?v=j3Scgm6eKlk,Funny Face,,
https://music.youtube.com/watch?v=fiCX4w1BCVQ,Gabriel's Oboe,,
https://music.youtube.com/watch?v=lArnKBTe82I,Gabriel's Oboe,,
https://music.youtube.com/watch?v=QarEqnEPvNE,"Gagged, Bound, Shelved and Forgotten",,
https://music.youtube.com/watch?v=1DU--edJZkM,Galan Galan,,
https://music.youtube.com/watch?v=j4MSDDa_GOk,Ganas de Vivir,,
https://music.youtube.com/watch?v=BaPZV3ChriU,"Bach - Violin Partita in E Major: Prelude, Gavotte and Gigue: Gavotte",,
https://music.youtube.com/watch?v=9wM_at_WFM4,General,,
https://music.youtube.com/watch?v=xFgBwJih5to,German Girl,,
https://music.youtube.com/watch?v=JJgseINvgqk,Gershwin Medley,,
https://music.youtube.com/watch?v=soIJOWjFUPU,"Gershwin: ""Porgy and Bess"" Suite (Catfish Row) - ""Porgy and Bess"" Suite",,
https://music.youtube.com/watch?v=FPRMQ1nzipg,Gershwin: Girl Crazy - Suite (Arr. Anderson),,
https://music.youtube.com/watch?v=XT38x2flCak,Gershwin: Let 'Em Eat Cake - Overture,,
https://music.youtube.com/watch?v=d36zVi8jE50,Gershwin: Of Thee I Sing - Orch. Walter Paul - Wintergreen For President,,
https://music.youtube.com/watch?v=D4aqhO_wAxo,Gershwin: Of Thee I Sing - Overture,,
https://music.youtube.com/watch?v=C88mCCGQQ-o,Gershwin: Overture [Funny Face] (Arr. Rose),,
https://music.youtube.com/watch?v=zuXfzNPL7IE,"Gershwin: Overture [Oh, Kay!] (Arr. Rose)",,
https://music.youtube.com/watch?v=-fVx-SuNZSo,Gershwin: Prelude No. 1,,
https://music.youtube.com/watch?v=HNBk5KfgEv8,Gershwin: Prelude No. 2,,
https://music.youtube.com/watch?v=ZPH6gHT6qXs,Gershwin: Prelude No. 3,,
https://music.youtube.com/watch?v=bcPCKnMHG68,Gershwin: Rhapsody in Blue - Jazz Band Version (Orch. by Ferde Grofé) - Rhapsody in Blue,,
https://music.youtube.com/watch?v=bpF9i6fzM28,Gershwin: Rhapsody No. 2 for Piano and Orchestra (New York Rhapsody),,
https://music.youtube.com/watch?v=STuX4nGW7m0,"Bach - Violin Partita in E Major: Prelude, Gavotte and Gigue: Gigue",,
https://music.youtube.com/watch?v=Gxui_G2sidg,Giorgio Moroder Medley: From Here to Eternity / Utopia-Me Giorgio / Baby Blue / First Hand...,,
https://music.youtube.com/watch?v=sAw0dSDI1ww,Gitanerías (Remastered),,
https://music.youtube.com/watch?v=2-OKy-dO48E,Give It All You Got,,
https://music.youtube.com/watch?v=YpU_0Z0c6DU,Glass no Sougen,,
https://music.youtube.com/watch?v=tGoJfpKcqT0,Goldfarb! That's I'm!,,
https://music.youtube.com/watch?v=8W8rQJUwIaI,잘 자라 (Good Dreams),,
https://music.youtube.com/watch?v=SVkzSdGYcg0,Good Times,,
https://music.youtube.com/watch?v=qgW0eEEvFlc,Good-Bye Bad Times (12'' Remix/2003 Digital Remaster),,
https://music.youtube.com/watch?v=YN-CRzjNef0,Good-Bye Bad Times (2003 Digital Remaster),,
https://music.youtube.com/watch?v=6J69Q8PSO-E,Good-Bye Bad Times (Instrumental/2003 Digital Remaster),,
https://music.youtube.com/watch?v=9T5KK7wsRN0,Grand Concerto No. 2 in E-Flat Major: I. Adagio - Molto allegro vivace con brio,,
https://music.youtube.com/watch?v=zGyw8vj2zpg,Grand Concerto No. 2 in E-Flat Major: III. Rondo,,
https://music.youtube.com/watch?v=NTqOLf1JRuA,"Grande marcia italiana, Op. 214",,
https://music.youtube.com/watch?v=10cYHU9j31Q,Green Chimneys,,
https://music.youtube.com/watch?v=U1HR0L2d7SM,Guaguanco del Tipico,,
https://music.youtube.com/watch?v=ozpJJQ0J28U,Guarani,,
https://music.youtube.com/watch?v=8dL5scbr6nA,Guateque Campesino,,
https://music.youtube.com/watch?v=HU7u2joEQV4,Guilty Tiger,,
https://music.youtube.com/watch?v=eWcw2FwBdrg,Habibi Ala L'dunia,,
https://music.youtube.com/watch?v=-mCDK26EOGg,"Hablame del Mar, Marinero",,
https://music.youtube.com/watch?v=qanAFChMQ3k,Hallelujah!,,
https://music.youtube.com/watch?v=zBfqhODOSsI,Hana,,
https://music.youtube.com/watch?v=gFRI-Ar5hTs,"Handel: Messiah, HWV 56 / Pt. 2 - ""Hallelujah""",,
https://music.youtube.com/watch?v=Hg0R2h8s7iw,Hang on to Me,,
https://music.youtube.com/watch?v=p1pY8uG55PI,Hangin' Around with You,,
https://music.youtube.com/watch?v=XpRETAR2sfY,Hard Times,,
https://music.youtube.com/watch?v=8ZjKvPLZtng,Harlem Congo,,
https://music.youtube.com/watch?v=b67_5G2r1T4,Harlem Congo,,
https://music.youtube.com/watch?v=0effdxyFGQI,Harlem Nocturne,,
https://music.youtube.com/watch?v=eq21Y-M2xiA,Have You Ever Been Hurt,,
https://music.youtube.com/watch?v=4g8hgf4JAz0,He Loves And She Loves,,
https://music.youtube.com/watch?v=KpmPDDzuqBs,He Loves And She Loves (Mono Mix),,
https://music.youtube.com/watch?v=iDHqV8OsD0g,Heart Of Mine,,
https://music.youtube.com/watch?v=Ct4hyY989_w,Heart of Stone,,
https://music.youtube.com/watch?v=BcHciz6eeeI,"Heaven Knows (12"" Disco Version)",,
https://music.youtube.com/watch?v=a77PZo5bP5E,Heaven on Earth,,
https://music.youtube.com/watch?v=iASEDrOMDME,Heile Heile (The Lion),,
https://music.youtube.com/watch?v=QLngujgtoZw,"Hercegovac, Op. 235",,
https://music.youtube.com/watch?v=i3SdERdqwCA,"Here We Go (Live at the Funhouse, NYC - 1984)",,
https://music.youtube.com/watch?v=QIybgYjRS8s,Herido de Sombras,,
https://music.youtube.com/watch?v=D9wdWzOIsUg,Hey Hey Guy (First Original Version 1983),,
https://music.youtube.com/watch?v=QxXdJfOCpHQ,Hiembi Nin (Hymne A La Vie),,
https://music.youtube.com/watch?v=cbYMLvQ__fs,High Hat,,
https://music.youtube.com/watch?v=mR-jbLpyKiE,Historia de Play-Back,,
https://music.youtube.com/watch?v=BTAMZhlHFLQ,"Hof-Ball-Tänze Walzer, Op. 51",,
https://music.youtube.com/watch?v=gbaK2349Amk,Hollis Crew (Krush-Groove 2),,
https://music.youtube.com/watch?v=9mZh5odL8Ps,Holy,,
https://music.youtube.com/watch?v=b32jOouL5vU,Home,,
https://music.youtube.com/watch?v=pIZvxDUvlgw,"Homenaje a Rossini, Op.2, Gran Duo de Concierto (Remastered)",,
https://music.youtube.com/watch?v=-wTXqTsLFIg,Homeward Bound / The Girl I Love,,
https://music.youtube.com/watch?v=_1k-_5ujIa0,Hommage A Eraste Nkom,,
https://music.youtube.com/watch?v=0VHNRLTI_XI,Homme (萌夢),,
https://music.youtube.com/watch?v=LT-I48dxJwY,Hoping That Someday You'd Care,,
https://music.youtube.com/watch?v=Yt9_uyXgOzc,Houses in Motion (2005 Remaster),,
https://music.youtube.com/watch?v=CJDuV3XYHTs,How About a Man?,,
https://music.youtube.com/watch?v=zCdZnhJ5Z38,왔니 (How Far You've Come),,
https://music.youtube.com/watch?v=aYlH1L9Tk60,How Long,,
https://music.youtube.com/watch?v=0jy1v-qMK6E,How Long Has This Been Going On?,,
https://music.youtube.com/watch?v=CCJa4eiWUBk,How You Keep A Dance,,
https://music.youtube.com/watch?v=i1gbec0kats,How You Make Me Hate,,
https://music.youtube.com/watch?v=a-CgFea_B9A,Howl!,,
https://music.youtube.com/watch?v=FQh2-tZ65OE,Hoy Puede Ser un Gran Día,,
https://music.youtube.com/watch?v=4VYJ8zH_J4U,Liszt - Hungarian Rhapsody No. 2: Hungarian Rhapsody No. 2,,
https://music.youtube.com/watch?v=ee8DKruGFcU,Hussak Samai,,
https://music.youtube.com/watch?v=evjfOnvIPLk,I Adore You,,
https://music.youtube.com/watch?v=Yuft_wRlpJM,I Can't Be Bothered Now,,
https://music.youtube.com/watch?v=_2KXxotG0As,I Can't Be Bothered Now,,
https://music.youtube.com/watch?v=vexQMwnLDIA,I Found My Yellow Basket,,
https://music.youtube.com/watch?v=PXpPq4D2uAw,I Got A Guy,,
https://music.youtube.com/watch?v=I9cQMlAw2H0,I Got Rhythm,,
https://music.youtube.com/watch?v=SC80Co56hi8,I Got Rhythm,,
https://music.youtube.com/watch?v=anRVs1-MLDA,I Got Rhythm,,
https://music.youtube.com/watch?v=cT39T9srDtU,I Got Rhythm (with Dick Hyman) (Encore),,
https://music.youtube.com/watch?v=ahxAdbf-dMg,I Hadn't Anyone Till You,,
https://music.youtube.com/watch?v=n-EJQ9kjZ84,I Just Want To Be Your Everything,,
https://music.youtube.com/watch?v=0NfQmoouvTY,I Know You Know,,
https://music.youtube.com/watch?v=lyhnoO9iSU0,"I Left My Hat in Haiti (From ""Royal Wedding"")",,
https://music.youtube.com/watch?v=qj38Tn5xZR8,I Like It,,
https://music.youtube.com/watch?v=tAyd8PSWv-M,"I Love Louisa (From ""The Band Wagon"")",,
https://music.youtube.com/watch?v=Rari2l9nHNE,I Love You Truly,,
https://music.youtube.com/watch?v=PlZbECCzUkc,I Mean to Say,,
https://music.youtube.com/watch?v=pbzCp6mCNOU,"Paganini: I Palpiti, Op. 13, MS. 77",,
https://music.youtube.com/watch?v=jMswRIjVApw,I Remember Clifford,,
https://music.youtube.com/watch?v=8TAlvftvH4s,I Think I Need a New Heart,,
https://music.youtube.com/watch?v=Nl1UOlC6udE,"I Used to Be Color Blind (From ""Carefree"")",,
https://music.youtube.com/watch?v=0MgAH98jEKE,I Want To Be Happy,,
https://music.youtube.com/watch?v=Dt3DffShUvw,I Want To Be Happy,,
https://music.youtube.com/watch?v=ShOqG6blI6s,I Was Doing All Right,,
https://music.youtube.com/watch?v=d36sOfAcz0E,I Was Doing All Right,,
https://music.youtube.com/watch?v=dKsFQ_Y6oeE,I Was Doing All Right (1959 Mono Version),,
https://music.youtube.com/watch?v=9nm2I5thPtM,I Will Never Let You Go,,
https://music.youtube.com/watch?v=CJT7rkW5674,I Won't Dance,,
https://music.youtube.com/watch?v=ykWuvb7p_5E,"Paganini: Violin Concerto No. 1 in D Major, Op. 6, MS. 21 - I. Allegro maestoso",,
https://music.youtube.com/watch?v=DFrxi9mEobE,"Paganini: Violin Concerto No. 2 in B Minor, Op. 7, MS. 48 - I. Allegro maestoso (Cadenza by...",,
https://music.youtube.com/watch?v=gP6o5_-9o-g,"Paganini: Violin Concerto No. 4 in D Minor, MS. 60 - I. Allegro maestoso (Cadenza by Accardo)",,
https://music.youtube.com/watch?v=PzF2Es68z_g,"Paganini: Violin Concerto No. 5 in A Minor, MS. 78 - I. Allegro maestoso (Cadenza by Principe /...",,
https://music.youtube.com/watch?v=B8j-Ha4OPOw,"Paganini: Violin Concerto No. 3 in E Major, MS. 50 - I. Introduzione. Andantino - Allegro...",,
https://music.youtube.com/watch?v=lXb-J5MWO_g,"Paganini: Violin Concerto No. 6 in E Minor, MS. 75 - I. Risoluto (Cadenza by Accardo)",,
https://music.youtube.com/watch?v=OEn0_9VcneY,I'd Rather Charleston,,
https://music.youtube.com/watch?v=ws9hsK2Sw4g,"I'd Rather Lead a Band (From ""Follow the Fleet"")",,
https://music.youtube.com/watch?v=FxT7W1IC3cg,I'll Be Good Because of You,,
https://music.youtube.com/watch?v=XMkUGOpvVVY,I'll Chase The Blues Away,,
https://music.youtube.com/watch?v=AorXbBsCGyc,I'll Do My Best to Make You Happy,,
https://music.youtube.com/watch?v=1QNQLgleExE,I'll Never Love Another,,
https://music.youtube.com/watch?v=yXo1BNcbmXk,"I'm Building up to an Awful Let-Down (From ""Follow the Fleet"")",,
https://music.youtube.com/watch?v=cH9sZgP28JM,I'm Just A Jitterbug,,
https://music.youtube.com/watch?v=jUKbyIH6ty8,I'm Just A Jitterbug,,
https://music.youtube.com/watch?v=PH2USizSkoI,"I'm Putting All My Eggs in One Basket (From ""Follow the Fleet"")",,
https://music.youtube.com/watch?v=UjUAnOLbkT4,I've Got a Crush on You,,
https://music.youtube.com/watch?v=lTblFm8hEhg,I've Got A Crush On You,,
https://music.youtube.com/watch?v=wvkQmnSwtFU,I've Got My Eyes on You,,
https://music.youtube.com/watch?v=BvsfdKr3JyY,I´ve Got You On My Mind,,
https://music.youtube.com/watch?v=deWwM9wJJsc,Iberia: 1. Triana,,
https://music.youtube.com/watch?v=kHFLPlqxHl0,Iberia: 2. Albaicin,,
https://music.youtube.com/watch?v=HAjJ1H8LtrU,Iberia: 3. Puerto,,
https://music.youtube.com/watch?v=FT04C9xJgq0,Ice,,
https://music.youtube.com/watch?v=cBmvd0ypzkI,If Dreams Come True,,
https://music.youtube.com/watch?v=e7AH6RukcyU,If I Became the President,,
https://music.youtube.com/watch?v=L3neNreVjCA,If That's True,,
https://music.youtube.com/watch?v=5f9cadeEers,If There's a Hell Below,,
https://music.youtube.com/watch?v=s2QAd-4XcPw,If You Ever Should Leave,,
https://music.youtube.com/watch?v=UMWVZQHdYsE,If You Only Knew,,
https://music.youtube.com/watch?v=wqwcY4NJP8w,If You'll Say Yes Cherie,,
https://music.youtube.com/watch?v=0v2tYq_ucUA,"Ignacy Feliks Dobrzyński: Piano Concerto in A-Flat Major, Op. 2: I.Allegro moderato",,
https://music.youtube.com/watch?v=4ADeAKNK0zg,"Ignacy Feliks Dobrzyński: Piano Concerto in A-Flat Major, Op. 2: II.Andante espressivo",,
https://music.youtube.com/watch?v=gNxg08vXsrk,"Ignacy Feliks Dobrzyński: Piano Concerto in A-Flat Major, Op. 2: III.Rondo. Vivace ma non troppo",,
https://music.youtube.com/watch?v=TyIMv55Hdwo,"Ignacy Feliks Dobrzyński: Uwertura do opery ""Monbar czyli Flibustierowie""",,
https://music.youtube.com/watch?v=StXDq3_ndOQ,"Paganini: Violin Concerto No. 2 in B Minor, Op. 7, MS. 48 - II. Adagio",,
https://music.youtube.com/watch?v=q0OBdq4sgHo,"Paganini: Violin Concerto No. 1 in D Major, Op. 6, MS. 21 - II. Adagio",,
https://music.youtube.com/watch?v=ugdDaB_dBYI,"Paganini: Violin Concerto No. 6 in E Minor, MS. 75 - II. Adagio (Cadenza by Accardo)",,
https://music.youtube.com/watch?v=hEMYF80sfmA,"Paganini: Violin Concerto No. 4 in D Minor, MS. 60 - II. Adagio flebile con sentimento",,
https://music.youtube.com/watch?v=PaAuGO-Q8Pk,"Paganini: Violin Concerto No. 3 in E Major, MS. 50 - II. Adagio. Cantabile spianato",,
https://music.youtube.com/watch?v=B5pJvYrdnO4,"Paganini: Violin Concerto No. 5 in A Minor, MS. 78 - II. Andante, un poco sostenuto - attacca",,
https://music.youtube.com/watch?v=yLwb5_rChXQ,"Paganini: Violin Concerto No. 5 in A Minor, MS. 78 - III. Finale - Rondo. Andantino quasi...",,
https://music.youtube.com/watch?v=4obQbmXbrXo,"Paganini: Violin Concerto No. 3 in E Major, MS. 50 - III. Polacca. Andantino vivace",,
https://music.youtube.com/watch?v=K_uJKEIsYN0,"Paganini: Violin Concerto No. 2 in B Minor, Op. 7, MS. 48 - III. Rondo à la clochette, 'La...",,
https://music.youtube.com/watch?v=1-46cxUD92M,"Paganini: Violin Concerto No. 4 in D Minor, MS. 60 - III. Rondo galante. Andantino gaio",,
https://music.youtube.com/watch?v=ci-MpQZyEo4,"Paganini: Violin Concerto No. 6 in E Minor, MS. 75 - III. Rondò ossia Polonese (Orch. Mompellio)",,
